"subject"	"block"	"task"	"trial"	"cue"	"key_pressed"	"is_common"	"outcome"	"is_correct"	"is_correct_nback"
86	2	"GNG"	219	"go to avoid losing"	1	1	0	1	NA
86	2	"GNG"	220	"no-go to win"	0	1	1	1	NA
86	2	"GNG"	221	"go to avoid losing"	1	1	0	1	NA
86	2	"GNG"	222	"go to win"	1	0	0	1	NA
86	2	"GNG"	223	"no-go to avoid losing"	0	1	0	1	NA
86	2	"GNG"	224	"no-go to avoid losing"	0	1	0	1	NA
86	2	"GNG"	225	"go to avoid losing"	1	1	0	1	NA
86	2	"GNG"	226	"no-go to avoid losing"	0	1	0	1	NA
86	2	"GNG"	227	"go to avoid losing"	1	0	-1	1	NA
86	2	"GNG"	228	"go to win"	1	1	1	1	NA
86	2	"GNG"	229	"go to avoid losing"	1	1	0	1	NA
86	2	"GNG"	230	"no-go to avoid losing"	0	0	-1	1	NA
86	2	"GNG"	231	"no-go to avoid losing"	0	0	-1	1	NA
86	2	"GNG"	232	"no-go to win"	0	1	1	1	NA
86	2	"GNG"	233	"no-go to win"	0	1	1	1	NA
86	2	"GNG"	234	"go to avoid losing"	1	1	0	1	NA
86	2	"GNG"	235	"go to win"	1	1	1	1	NA
86	2	"GNG"	236	"no-go to win"	0	1	1	1	NA
86	2	"GNG"	237	"no-go to win"	0	1	1	1	NA
86	2	"GNG"	238	"go to avoid losing"	1	1	0	1	NA
86	2	"GNG"	239	"go to avoid losing"	0	0	0	0	NA
86	2	"GNG"	240	"go to win"	1	1	1	1	NA
91	1	"GNG"	1	"no-go to win"	1	0	1	0	NA
91	1	"GNG"	2	"go to avoid losing"	0	1	-1	0	NA
91	1	"GNG"	3	"go to avoid losing"	1	1	0	1	NA
91	1	"GNG"	4	"go to avoid losing"	1	1	0	1	NA
91	1	"GNG"	5	"go to win"	0	0	1	0	NA
91	1	"GNG"	6	"no-go to win"	1	1	0	0	NA
91	1	"GNG"	7	"go to win"	0	1	0	0	NA
91	1	"GNG"	8	"no-go to win"	1	1	0	0	NA
91	1	"GNG"	9	"go to avoid losing"	1	1	0	1	NA
91	1	"GNG"	10	"no-go to avoid losing"	0	1	0	1	NA
91	1	"GNG"	11	"go to win"	0	1	0	0	NA
91	1	"GNG"	12	"no-go to win"	0	1	1	1	NA
91	1	"GNG"	13	"no-go to avoid losing"	0	0	-1	1	NA
91	1	"GNG"	14	"go to avoid losing"	0	1	-1	0	NA
91	1	"GNG"	15	"go to avoid losing"	1	1	0	1	NA
91	1	"GNG"	16	"no-go to win"	0	1	1	1	NA
91	1	"GNG"	17	"no-go to avoid losing"	1	0	0	0	NA
91	1	"GNG"	18	"no-go to avoid losing"	0	1	0	1	NA
91	1	"GNG"	19	"no-go to win"	0	0	0	1	NA
91	1	"GNG"	20	"go to win"	0	1	0	0	NA
91	1	"GNG"	21	"no-go to avoid losing"	1	1	-1	0	NA
91	1	"GNG"	22	"go to avoid losing"	1	1	0	1	NA
91	1	"GNG"	23	"no-go to win"	1	0	1	0	NA
91	1	"GNG"	24	"no-go to avoid losing"	1	1	-1	0	NA
91	1	"GNG"	25	"no-go to avoid losing"	0	0	-1	1	NA
91	1	"GNG"	26	"no-go to avoid losing"	1	1	-1	0	NA
91	1	"GNG"	27	"go to win"	0	1	0	0	NA
91	1	"GNG"	28	"go to win"	0	1	0	0	NA
91	1	"GNG"	29	"no-go to win"	0	1	1	1	NA
91	1	"GNG"	30	"no-go to avoid losing"	0	1	0	1	NA
91	1	"GNG"	31	"no-go to win"	0	1	1	1	NA
91	1	"GNG"	32	"no-go to avoid losing"	0	1	0	1	NA
91	1	"GNG"	33	"no-go to avoid losing"	1	0	0	0	NA
91	1	"GNG"	34	"no-go to win"	0	1	1	1	NA
91	1	"GNG"	35	"go to avoid losing"	0	1	-1	0	NA
91	1	"GNG"	36	"go to win"	0	1	0	0	NA
91	1	"GNG"	37	"go to avoid losing"	1	1	0	1	NA
91	1	"GNG"	38	"go to win"	1	0	0	1	NA
91	1	"GNG"	39	"no-go to win"	0	1	1	1	NA
91	1	"GNG"	40	"no-go to win"	0	1	1	1	NA
91	1	"GNG"	41	"go to win"	0	1	0	0	NA
91	1	"GNG"	42	"no-go to win"	0	1	1	1	NA
91	1	"GNG"	43	"no-go to avoid losing"	1	1	-1	0	NA
91	1	"GNG"	44	"go to win"	0	1	0	0	NA
91	1	"GNG"	45	"go to win"	0	1	0	0	NA
91	1	"GNG"	46	"no-go to win"	0	1	1	1	NA
91	1	"GNG"	47	"go to avoid losing"	1	1	0	1	NA
91	1	"GNG"	48	"go to win"	1	1	1	1	NA
91	1	"GNG"	49	"go to avoid losing"	0	1	-1	0	NA
91	1	"GNG"	50	"go to avoid losing"	1	1	0	1	NA
91	1	"GNG"	51	"go to win"	1	1	1	1	NA
91	1	"GNG"	52	"go to win"	1	0	0	1	NA
91	1	"GNG"	53	"no-go to avoid losing"	0	1	0	1	NA
91	1	"GNG"	54	"no-go to avoid losing"	1	1	-1	0	NA
91	1	"GNG"	55	"go to avoid losing"	1	1	0	1	NA
91	1	"GNG"	56	"go to win"	1	1	1	1	NA
91	1	"GNG"	57	"no-go to win"	0	0	0	1	NA
91	1	"GNG"	58	"no-go to win"	0	1	1	1	NA
91	1	"GNG"	59	"go to avoid losing"	0	1	-1	0	NA
91	1	"GNG"	60	"go to win"	1	1	1	1	NA
91	1	"GNG"	61	"go to avoid losing"	1	1	0	1	NA
91	1	"GNG"	62	"go to win"	1	1	1	1	NA
91	1	"GNG"	63	"go to win"	1	1	1	1	NA
91	1	"GNG"	64	"no-go to avoid losing"	1	0	0	0	NA
91	1	"GNG"	65	"no-go to win"	1	1	0	0	NA
91	1	"GNG"	66	"no-go to win"	0	0	0	1	NA
91	1	"GNG"	67	"go to avoid losing"	1	1	0	1	NA
91	1	"GNG"	68	"go to avoid losing"	0	0	0	0	NA
91	1	"GNG"	69	"no-go to avoid losing"	1	0	0	0	NA
91	1	"GNG"	70	"go to avoid losing"	0	1	-1	0	NA
91	1	"GNG"	71	"go to avoid losing"	1	1	0	1	NA
91	1	"GNG"	72	"no-go to win"	1	1	0	0	NA
91	1	"GNG"	73	"no-go to win"	0	0	0	1	NA
91	1	"GNG"	74	"go to avoid losing"	1	1	0	1	NA
91	1	"GNG"	75	"go to win"	1	1	1	1	NA
91	1	"GNG"	76	"no-go to win"	1	1	0	0	NA
91	1	"GNG"	77	"no-go to win"	1	1	0	0	NA
91	1	"GNG"	78	"no-go to avoid losing"	1	1	-1	0	NA
91	1	"GNG"	79	"go to win"	1	1	1	1	NA
91	1	"GNG"	80	"go to win"	1	1	1	1	NA
91	1	"GNG"	81	"go to win"	1	1	1	1	NA
91	1	"GNG"	82	"no-go to win"	0	1	1	1	NA
91	1	"GNG"	83	"go to avoid losing"	0	0	0	0	NA
91	1	"GNG"	84	"no-go to avoid losing"	0	0	-1	1	NA
91	1	"GNG"	85	"no-go to avoid losing"	1	1	-1	0	NA
91	1	"GNG"	86	"go to avoid losing"	1	1	0	1	NA
91	1	"GNG"	87	"no-go to avoid losing"	1	0	0	0	NA
91	1	"GNG"	88	"go to avoid losing"	1	1	0	1	NA
91	1	"GNG"	89	"go to avoid losing"	1	1	0	1	NA
91	1	"GNG"	90	"no-go to win"	0	1	1	1	NA
91	1	"GNG"	91	"no-go to avoid losing"	0	1	0	1	NA
91	1	"GNG"	92	"go to win"	1	1	1	1	NA
91	1	"GNG"	93	"no-go to win"	0	1	1	1	NA
91	1	"GNG"	94	"go to win"	1	1	1	1	NA
91	1	"GNG"	95	"no-go to avoid losing"	0	1	0	1	NA
91	1	"GNG"	96	"go to win"	1	1	1	1	NA
91	1	"GNG"	97	"go to avoid losing"	1	1	0	1	NA
91	1	"GNG"	98	"no-go to win"	0	1	1	1	NA
91	1	"GNG"	99	"go to avoid losing"	0	1	-1	0	NA
91	1	"GNG"	100	"no-go to avoid losing"	0	1	0	1	NA
91	1	"GNG"	101	"go to win"	1	1	1	1	NA
91	1	"GNG"	102	"go to win"	1	1	1	1	NA
91	1	"GNG"	103	"go to avoid losing"	1	1	0	1	NA
91	1	"GNG"	104	"go to avoid losing"	1	1	0	1	NA
91	1	"GNG"	105	"no-go to avoid losing"	0	0	-1	1	NA
91	1	"GNG"	106	"no-go to avoid losing"	0	0	-1	1	NA
91	1	"GNG"	107	"go to win"	1	1	1	1	NA
91	1	"GNG"	108	"go to win"	1	1	1	1	NA
91	1	"GNG"	109	"no-go to avoid losing"	0	1	0	1	NA
91	1	"GNG"	110	"go to avoid losing"	1	1	0	1	NA
91	1	"GNG"	111	"no-go to win"	0	1	1	1	NA
91	1	"GNG"	112	"no-go to win"	0	1	1	1	NA
91	1	"GNG"	113	"go to avoid losing"	1	1	0	1	NA
91	1	"GNG"	114	"go to win"	1	1	1	1	NA
91	1	"GNG"	115	"no-go to avoid losing"	0	1	0	1	NA
91	1	"GNG"	116	"no-go to win"	0	1	1	1	NA
91	1	"GNG"	117	"no-go to avoid losing"	0	0	-1	1	NA
91	1	"GNG"	118	"no-go to avoid losing"	0	0	-1	1	NA
91	1	"GNG"	119	"no-go to avoid losing"	1	1	-1	0	NA
91	1	"GNG"	120	"no-go to win"	0	0	0	1	NA
91	2	"WMGNG"	121	"go to avoid losing"	1	0	0	1	0
91	2	"WMGNG"	122	"no-go to win"	1	1	0	0	1
91	2	"WMGNG"	123	"no-go to avoid losing"	1	1	-1	0	1
91	2	"WMGNG"	124	"no-go to avoid losing"	0	1	0	1	1
91	2	"WMGNG"	125	"no-go to win"	1	1	0	0	0
91	2	"WMGNG"	126	"go to win"	1	1	1	1	1
91	2	"WMGNG"	127	"no-go to win"	1	1	0	0	1
91	2	"WMGNG"	128	"no-go to avoid losing"	1	1	-1	0	1
91	2	"WMGNG"	129	"no-go to win"	1	0	1	0	1
91	2	"WMGNG"	130	"go to win"	1	0	0	1	1
91	2	"WMGNG"	131	"go to win"	1	0	0	1	1
91	2	"WMGNG"	132	"no-go to win"	1	1	0	0	1
91	2	"WMGNG"	133	"go to avoid losing"	0	1	-1	0	1
91	2	"WMGNG"	134	"no-go to avoid losing"	1	1	-1	0	1
91	2	"WMGNG"	135	"go to win"	0	1	0	0	1
91	2	"WMGNG"	136	"no-go to avoid losing"	0	1	0	1	0
91	2	"WMGNG"	137	"go to win"	0	1	0	0	0
91	2	"WMGNG"	138	"no-go to win"	1	1	0	0	1
91	2	"WMGNG"	139	"go to avoid losing"	0	1	-1	0	1
91	2	"WMGNG"	140	"go to avoid losing"	1	1	0	1	1
91	2	"WMGNG"	141	"no-go to avoid losing"	0	1	0	1	1
91	2	"WMGNG"	142	"no-go to avoid losing"	0	1	0	1	1
91	2	"WMGNG"	143	"go to avoid losing"	1	1	0	1	1
91	2	"WMGNG"	144	"no-go to win"	1	1	0	0	1
91	2	"WMGNG"	145	"no-go to win"	1	0	1	0	1
91	2	"WMGNG"	146	"no-go to avoid losing"	0	1	0	1	1
91	2	"WMGNG"	147	"no-go to win"	1	1	0	0	1
91	2	"WMGNG"	148	"go to win"	1	0	0	1	1
91	2	"WMGNG"	149	"go to avoid losing"	1	1	0	1	1
91	2	"WMGNG"	150	"go to win"	1	1	1	1	1
91	2	"WMGNG"	151	"no-go to avoid losing"	0	1	0	1	1
91	2	"WMGNG"	152	"go to avoid losing"	1	1	0	1	1
91	2	"WMGNG"	153	"go to win"	1	1	1	1	1
91	2	"WMGNG"	154	"no-go to avoid losing"	0	1	0	1	1
91	2	"WMGNG"	155	"go to win"	1	1	1	1	0
91	2	"WMGNG"	156	"go to avoid losing"	1	1	0	1	1
91	2	"WMGNG"	157	"go to win"	1	0	0	1	1
91	2	"WMGNG"	158	"no-go to win"	1	1	0	0	1
91	2	"WMGNG"	159	"no-go to avoid losing"	0	1	0	1	1
91	2	"WMGNG"	160	"go to avoid losing"	1	1	0	1	1
91	2	"WMGNG"	161	"go to win"	1	1	1	1	1
91	2	"WMGNG"	162	"no-go to win"	1	1	0	0	1
91	2	"WMGNG"	163	"no-go to avoid losing"	0	1	0	1	1
91	2	"WMGNG"	164	"no-go to win"	1	1	0	0	0
91	2	"WMGNG"	165	"no-go to avoid losing"	0	1	0	1	1
91	2	"WMGNG"	166	"no-go to win"	1	1	0	0	1
91	2	"WMGNG"	167	"go to avoid losing"	0	1	-1	0	1
91	2	"WMGNG"	168	"go to avoid losing"	1	1	0	1	0
91	2	"WMGNG"	169	"go to avoid losing"	1	1	0	1	1
91	2	"WMGNG"	170	"no-go to win"	1	1	0	0	1
91	2	"WMGNG"	171	"go to win"	1	1	1	1	1
91	2	"WMGNG"	172	"no-go to win"	1	1	0	0	1
91	2	"WMGNG"	173	"no-go to win"	1	1	0	0	1
91	2	"WMGNG"	174	"no-go to avoid losing"	0	1	0	1	1
91	2	"WMGNG"	175	"no-go to win"	1	1	0	0	1
91	2	"WMGNG"	176	"go to win"	1	1	1	1	1
91	2	"WMGNG"	177	"go to avoid losing"	1	1	0	1	1
91	2	"WMGNG"	178	"go to win"	1	1	1	1	1
91	2	"WMGNG"	179	"go to win"	1	1	1	1	1
91	2	"WMGNG"	180	"go to avoid losing"	1	0	-1	1	1
91	2	"WMGNG"	181	"go to win"	1	0	0	1	0
91	2	"WMGNG"	182	"go to win"	1	1	1	1	1
91	2	"WMGNG"	183	"go to win"	1	1	1	1	1
91	2	"WMGNG"	184	"go to avoid losing"	1	0	-1	1	0
91	2	"WMGNG"	185	"go to avoid losing"	0	1	-1	0	1
91	2	"WMGNG"	186	"go to win"	1	1	1	1	1
91	2	"WMGNG"	187	"go to win"	1	1	1	1	1
91	2	"WMGNG"	188	"no-go to win"	1	0	1	0	1
91	2	"WMGNG"	189	"no-go to avoid losing"	1	0	0	0	1
91	2	"WMGNG"	190	"no-go to win"	1	1	0	0	1
91	2	"WMGNG"	191	"go to win"	1	1	1	1	1
91	2	"WMGNG"	192	"go to win"	1	0	0	1	1
91	2	"WMGNG"	193	"go to win"	1	1	1	1	1
91	2	"WMGNG"	194	"no-go to avoid losing"	1	0	0	0	1
91	2	"WMGNG"	195	"go to win"	1	1	1	1	1
91	2	"WMGNG"	196	"go to avoid losing"	0	1	-1	0	1
91	2	"WMGNG"	197	"no-go to win"	1	0	1	0	1
91	2	"WMGNG"	198	"no-go to avoid losing"	1	1	-1	0	1
91	2	"WMGNG"	199	"no-go to win"	1	0	1	0	0
91	2	"WMGNG"	200	"go to avoid losing"	1	1	0	1	1
91	2	"WMGNG"	201	"no-go to win"	1	1	0	0	1
91	2	"WMGNG"	202	"no-go to avoid losing"	1	1	-1	0	1
91	2	"WMGNG"	203	"no-go to avoid losing"	1	1	-1	0	1
91	2	"WMGNG"	204	"no-go to avoid losing"	1	0	0	0	1
91	2	"WMGNG"	205	"go to avoid losing"	1	1	0	1	1
91	2	"WMGNG"	206	"no-go to win"	1	1	0	0	1
91	2	"WMGNG"	207	"go to avoid losing"	1	1	0	1	1
91	2	"WMGNG"	208	"no-go to win"	1	1	0	0	1
91	2	"WMGNG"	209	"go to avoid losing"	1	1	0	1	1
91	2	"WMGNG"	210	"go to avoid losing"	1	1	0	1	1
91	2	"WMGNG"	211	"go to avoid losing"	1	0	-1	1	0
91	2	"WMGNG"	212	"no-go to avoid losing"	1	1	-1	0	1
91	2	"WMGNG"	213	"no-go to win"	1	1	0	0	1
91	2	"WMGNG"	214	"go to win"	1	1	1	1	1
91	2	"WMGNG"	215	"no-go to win"	1	1	0	0	1
91	2	"WMGNG"	216	"go to win"	1	1	1	1	1
91	2	"WMGNG"	217	"no-go to avoid losing"	1	0	0	0	1
91	2	"WMGNG"	218	"no-go to win"	1	0	1	0	1
91	2	"WMGNG"	219	"go to win"	1	1	1	1	0
91	2	"WMGNG"	220	"go to win"	1	1	1	1	1
91	2	"WMGNG"	221	"no-go to win"	1	1	0	0	1
91	2	"WMGNG"	222	"go to win"	1	0	0	1	1
91	2	"WMGNG"	223	"go to avoid losing"	1	1	0	1	1
91	2	"WMGNG"	224	"no-go to win"	1	1	0	0	0
91	2	"WMGNG"	225	"no-go to avoid losing"	1	1	-1	0	1
91	2	"WMGNG"	226	"no-go to win"	1	1	0	0	1
91	2	"WMGNG"	227	"go to win"	1	1	1	1	1
91	2	"WMGNG"	228	"go to avoid losing"	1	0	-1	1	1
91	2	"WMGNG"	229	"go to avoid losing"	1	1	0	1	1
91	2	"WMGNG"	230	"no-go to avoid losing"	1	1	-1	0	1
91	2	"WMGNG"	231	"no-go to avoid losing"	1	1	-1	0	1
91	2	"WMGNG"	232	"no-go to avoid losing"	1	1	-1	0	1
91	2	"WMGNG"	233	"go to avoid losing"	1	1	0	1	1
91	2	"WMGNG"	234	"no-go to avoid losing"	0	1	0	1	1
91	2	"WMGNG"	235	"no-go to avoid losing"	0	1	0	1	1
91	2	"WMGNG"	236	"go to avoid losing"	0	0	0	0	0
91	2	"WMGNG"	237	"go to avoid losing"	1	0	-1	1	1
91	2	"WMGNG"	238	"no-go to avoid losing"	0	1	0	1	1
91	2	"WMGNG"	239	"no-go to avoid losing"	0	1	0	1	1
91	2	"WMGNG"	240	"go to avoid losing"	1	1	0	1	1
94	1	"WMGNG"	1	"no-go to avoid losing"	1	1	0	0	0
94	1	"WMGNG"	2	"go to avoid losing"	1	1	-1	1	0
94	1	"WMGNG"	3	"go to win"	1	0	0	1	1
94	1	"WMGNG"	4	"no-go to avoid losing"	1	1	-1	0	1
94	1	"WMGNG"	5	"no-go to win"	1	0	1	0	1
94	1	"WMGNG"	6	"go to avoid losing"	0	1	-1	0	1
94	1	"WMGNG"	7	"go to avoid losing"	1	1	0	1	1
94	1	"WMGNG"	8	"go to avoid losing"	1	1	0	1	1
94	1	"WMGNG"	9	"no-go to avoid losing"	1	0	0	0	1
94	1	"WMGNG"	10	"no-go to win"	1	1	0	0	1
94	1	"WMGNG"	11	"go to win"	1	0	0	1	1
94	1	"WMGNG"	12	"no-go to avoid losing"	0	1	0	1	1
94	1	"WMGNG"	13	"go to win"	0	1	0	0	1
94	1	"WMGNG"	14	"no-go to win"	0	1	1	1	1
94	1	"WMGNG"	15	"go to win"	1	0	0	1	1
94	1	"WMGNG"	16	"go to avoid losing"	1	0	-1	1	1
94	1	"WMGNG"	17	"go to avoid losing"	1	0	0	1	0
94	1	"WMGNG"	18	"no-go to avoid losing"	1	1	-1	0	1
94	1	"WMGNG"	19	"go to avoid losing"	0	1	-1	0	1
94	1	"WMGNG"	20	"go to win"	1	0	0	1	1
94	1	"WMGNG"	21	"go to avoid losing"	0	1	-1	0	1
94	1	"WMGNG"	22	"go to avoid losing"	1	1	0	1	1
94	1	"WMGNG"	23	"no-go to avoid losing"	1	1	-1	0	1
94	1	"WMGNG"	24	"go to avoid losing"	1	0	-1	1	1
94	1	"WMGNG"	25	"no-go to win"	1	1	0	0	1
94	1	"WMGNG"	26	"no-go to win"	1	1	0	0	1
94	1	"WMGNG"	27	"no-go to avoid losing"	1	1	-1	0	1
94	1	"WMGNG"	28	"go to avoid losing"	1	1	0	1	1
94	1	"WMGNG"	29	"no-go to win"	1	1	0	0	1
94	1	"WMGNG"	30	"go to avoid losing"	1	1	0	1	1
94	1	"WMGNG"	31	"no-go to avoid losing"	1	1	-1	0	1
94	1	"WMGNG"	32	"no-go to avoid losing"	0	0	-1	1	1
94	1	"WMGNG"	33	"go to avoid losing"	1	0	-1	1	0
94	1	"WMGNG"	34	"no-go to avoid losing"	1	1	0	0	0
94	1	"WMGNG"	35	"go to avoid losing"	1	1	0	1	1
94	1	"WMGNG"	36	"go to avoid losing"	1	1	0	1	1
94	1	"WMGNG"	37	"go to avoid losing"	1	1	0	1	1
94	1	"WMGNG"	38	"go to win"	1	1	1	1	1
94	1	"WMGNG"	39	"go to avoid losing"	1	0	-1	1	1
94	1	"WMGNG"	40	"go to win"	1	1	1	1	0
94	1	"WMGNG"	41	"no-go to win"	1	1	0	0	1
94	1	"WMGNG"	42	"no-go to avoid losing"	0	1	0	1	1
94	1	"WMGNG"	43	"go to win"	1	1	1	1	0
94	1	"WMGNG"	44	"no-go to avoid losing"	1	1	-1	0	0
94	1	"WMGNG"	45	"no-go to win"	1	0	1	0	1
94	1	"WMGNG"	46	"go to avoid losing"	1	1	0	1	1
94	1	"WMGNG"	47	"go to avoid losing"	1	1	0	1	1
94	1	"WMGNG"	48	"no-go to win"	0	1	1	1	1
94	1	"WMGNG"	49	"no-go to win"	0	1	1	1	1
94	1	"WMGNG"	50	"go to win"	0	1	0	0	1
94	1	"WMGNG"	51	"no-go to win"	0	1	1	1	1
94	1	"WMGNG"	52	"no-go to win"	0	0	0	1	0
94	1	"WMGNG"	53	"no-go to avoid losing"	0	1	0	1	1
94	1	"WMGNG"	54	"no-go to win"	0	1	1	1	0
94	1	"WMGNG"	55	"no-go to win"	0	0	0	1	1
94	1	"WMGNG"	56	"no-go to win"	0	1	1	1	1
94	1	"WMGNG"	57	"no-go to avoid losing"	0	0	-1	1	1
94	1	"WMGNG"	58	"go to win"	1	1	1	1	1
94	1	"WMGNG"	59	"go to win"	0	1	0	0	0
94	1	"WMGNG"	60	"go to win"	0	1	0	0	0
94	1	"WMGNG"	61	"no-go to win"	0	1	1	1	0
94	1	"WMGNG"	62	"no-go to avoid losing"	0	1	0	1	0
94	1	"WMGNG"	63	"go to win"	1	1	1	1	1
94	1	"WMGNG"	64	"go to win"	1	1	1	1	1
94	1	"WMGNG"	65	"no-go to win"	0	1	1	1	1
94	1	"WMGNG"	66	"no-go to avoid losing"	1	1	-1	0	1
94	1	"WMGNG"	67	"no-go to win"	0	0	0	1	1
94	1	"WMGNG"	68	"go to win"	1	0	0	1	1
94	1	"WMGNG"	69	"go to avoid losing"	1	1	0	1	1
94	1	"WMGNG"	70	"no-go to avoid losing"	1	1	-1	0	1
94	1	"WMGNG"	71	"no-go to win"	0	1	1	1	0
94	1	"WMGNG"	72	"go to avoid losing"	1	1	0	1	1
94	1	"WMGNG"	73	"go to avoid losing"	1	1	0	1	1
94	1	"WMGNG"	74	"go to win"	0	1	0	0	1
94	1	"WMGNG"	75	"no-go to avoid losing"	0	1	0	1	1
94	1	"WMGNG"	76	"no-go to win"	0	0	0	1	1
94	1	"WMGNG"	77	"go to avoid losing"	1	0	-1	1	1
94	1	"WMGNG"	78	"go to win"	0	1	0	0	1
94	1	"WMGNG"	79	"no-go to win"	0	1	1	1	0
94	1	"WMGNG"	80	"no-go to win"	0	1	1	1	1
94	1	"WMGNG"	81	"no-go to win"	0	1	1	1	1
94	1	"WMGNG"	82	"go to win"	0	1	0	0	1
94	1	"WMGNG"	83	"no-go to avoid losing"	0	1	0	1	1
94	1	"WMGNG"	84	"go to win"	0	1	0	0	0
94	1	"WMGNG"	85	"go to win"	0	1	0	0	1
94	1	"WMGNG"	86	"go to win"	0	1	0	0	1
94	1	"WMGNG"	87	"go to avoid losing"	1	1	0	1	1
94	1	"WMGNG"	88	"no-go to avoid losing"	0	1	0	1	1
94	1	"WMGNG"	89	"no-go to win"	0	1	1	1	1
94	1	"WMGNG"	90	"go to win"	0	1	0	0	1
94	1	"WMGNG"	91	"no-go to avoid losing"	0	1	0	1	1
94	1	"WMGNG"	92	"no-go to avoid losing"	0	1	0	1	1
94	1	"WMGNG"	93	"no-go to avoid losing"	0	1	0	1	1
94	1	"WMGNG"	94	"go to win"	0	1	0	0	1
94	1	"WMGNG"	95	"no-go to avoid losing"	0	1	0	1	1
94	1	"WMGNG"	96	"no-go to win"	0	0	0	1	1
94	1	"WMGNG"	97	"no-go to win"	0	0	0	1	1
94	1	"WMGNG"	98	"go to win"	0	1	0	0	0
94	1	"WMGNG"	99	"go to win"	0	1	0	0	1
94	1	"WMGNG"	100	"go to win"	0	1	0	0	1
94	1	"WMGNG"	101	"no-go to win"	0	0	0	1	1
94	1	"WMGNG"	102	"no-go to avoid losing"	0	1	0	1	1
94	1	"WMGNG"	103	"no-go to win"	0	1	1	1	1
94	1	"WMGNG"	104	"no-go to avoid losing"	0	1	0	1	1
94	1	"WMGNG"	105	"go to avoid losing"	1	1	0	1	1
94	1	"WMGNG"	106	"no-go to avoid losing"	0	1	0	1	1
94	1	"WMGNG"	107	"go to win"	0	1	0	0	1
94	1	"WMGNG"	108	"go to win"	0	1	0	0	1
94	1	"WMGNG"	109	"go to avoid losing"	0	1	-1	0	1
94	1	"WMGNG"	110	"go to win"	0	1	0	0	1
94	1	"WMGNG"	111	"go to win"	0	1	0	0	1
94	1	"WMGNG"	112	"no-go to avoid losing"	0	1	0	1	1
94	1	"WMGNG"	113	"no-go to avoid losing"	0	1	0	1	1
94	1	"WMGNG"	114	"no-go to win"	0	1	1	1	1
94	1	"WMGNG"	115	"go to avoid losing"	1	1	0	1	1
94	1	"WMGNG"	116	"go to avoid losing"	1	1	0	1	1
94	1	"WMGNG"	117	"no-go to win"	0	1	1	1	0
94	1	"WMGNG"	118	"go to avoid losing"	1	1	0	1	0
94	1	"WMGNG"	119	"no-go to avoid losing"	0	0	-1	1	1
94	1	"WMGNG"	120	"go to avoid losing"	1	1	0	1	1
94	2	"GNG"	121	"no-go to avoid losing"	0	0	-1	1	NA
94	2	"GNG"	122	"no-go to win"	1	1	0	0	NA
94	2	"GNG"	123	"go to win"	1	1	1	1	NA
94	2	"GNG"	124	"go to win"	1	1	1	1	NA
94	2	"GNG"	125	"no-go to avoid losing"	1	1	-1	0	NA
94	2	"GNG"	126	"go to avoid losing"	1	1	0	1	NA
94	2	"GNG"	127	"no-go to avoid losing"	0	0	-1	1	NA
94	2	"GNG"	128	"no-go to avoid losing"	1	1	-1	0	NA
94	2	"GNG"	129	"go to avoid losing"	0	1	-1	0	NA
94	2	"GNG"	130	"no-go to win"	1	0	1	0	NA
94	2	"GNG"	131	"go to avoid losing"	1	1	0	1	NA
94	2	"GNG"	132	"no-go to win"	1	1	0	0	NA
94	2	"GNG"	133	"no-go to avoid losing"	1	0	0	0	NA
94	2	"GNG"	134	"go to win"	1	0	0	1	NA
94	2	"GNG"	135	"no-go to avoid losing"	1	1	-1	0	NA
94	2	"GNG"	136	"go to avoid losing"	1	1	0	1	NA
94	2	"GNG"	137	"no-go to avoid losing"	0	1	0	1	NA
94	2	"GNG"	138	"go to avoid losing"	1	1	0	1	NA
94	2	"GNG"	139	"go to win"	1	1	1	1	NA
94	2	"GNG"	140	"go to win"	1	0	0	1	NA
94	2	"GNG"	141	"go to avoid losing"	1	0	-1	1	NA
94	2	"GNG"	142	"go to avoid losing"	1	1	0	1	NA
94	2	"GNG"	143	"no-go to avoid losing"	0	1	0	1	NA
94	2	"GNG"	144	"go to win"	1	1	1	1	NA
94	2	"GNG"	145	"no-go to win"	1	1	0	0	NA
94	2	"GNG"	146	"go to win"	1	1	1	1	NA
94	2	"GNG"	147	"no-go to win"	1	1	0	0	NA
94	2	"GNG"	148	"no-go to win"	1	1	0	0	NA
94	2	"GNG"	149	"go to avoid losing"	1	1	0	1	NA
94	2	"GNG"	150	"no-go to avoid losing"	0	1	0	1	NA
94	2	"GNG"	151	"go to win"	1	1	1	1	NA
94	2	"GNG"	152	"go to win"	1	1	1	1	NA
94	2	"GNG"	153	"no-go to win"	1	1	0	0	NA
94	2	"GNG"	154	"go to avoid losing"	1	1	0	1	NA
94	2	"GNG"	155	"go to avoid losing"	1	1	0	1	NA
94	2	"GNG"	156	"go to win"	1	1	1	1	NA
94	2	"GNG"	157	"no-go to win"	1	1	0	0	NA
94	2	"GNG"	158	"go to avoid losing"	1	1	0	1	NA
94	2	"GNG"	159	"go to avoid losing"	1	1	0	1	NA
94	2	"GNG"	160	"no-go to win"	1	1	0	0	NA
94	2	"GNG"	161	"no-go to win"	1	0	1	0	NA
94	2	"GNG"	162	"no-go to avoid losing"	0	1	0	1	NA
94	2	"GNG"	163	"no-go to avoid losing"	0	1	0	1	NA
